0	"Maternal care for abnormality of vulva and perineum, unspecified trimester"	"Sterilization procedure"
1	"Leukoplakia of penis"	"Penis leukoplakia"
0	"Leukoplakia of penis"	"Pressure ulcer of right elbow stage 3"
1	"Elephantiasis of left lower eyelid"	"Elephantiasis, left lower eyelid"
0	"Elephantiasis of left lower eyelid"	"Pyogenic discitis of sacrococcygeal spine"
1	"Osteitis deformans of left lower leg"	"Osteitis deformans of L lower leg"
0	"Osteitis deformans of left lower leg"	"Chronic osteomyelitis of R lower leg w draining sinus"
1	"Trochanteric bursitis, unspecified hip"	"Trochanteric bursitis"
0	"Trochanteric bursitis, unspecified hip"	"Ossification of muscle after burn of hand"
1	"Neoplasm of uncertain behavior of digestive organ, unspecified"	"Neoplasm uncertain behavior gi tract"
0	"Neoplasm of uncertain behavior of digestive organ, unspecified"	"TB of kidney"
1	"Meningococcal arthritis"	"Meningococcal arthropathy"
0	"Meningococcal arthritis"	"Induratio penis plastica"
1	"Fourth [trochlear] nerve palsy, right eye"	"Right fourth cranial nerve palsy"
0	"Fourth [trochlear] nerve palsy, right eye"	"Acute gastrojejunal ulcer with hemorrhage, perforated"
1	"Partial physeal arrest, right distal radius"	"Partial physeal arrest of R distal radius"
0	"Partial physeal arrest, right distal radius"	"Osteopathy of R ankle after poliomyelitis"
1	"Cranial nerve disorder, unspecified"	"Cranial neuropathy"
0	"Cranial nerve disorder, unspecified"	"Septic shock w acute organ dysfunction, w MSSA septicemia"
1	"Mast cell leukemia not having achieved remission"	"Leukemia, mast cell"
0	"Mast cell leukemia not having achieved remission"	"Auditory processing disorder"
1	"Pressure ulcer of right hip, unstageable"	"Unstageable pressure ulcer of right hip"
0	"Pressure ulcer of right hip, unstageable"	"Stumbling due to lack of coordination"
1	"Beh\xe7et's disease"	"Arthropathy in behcet's syndrome of shoulder region"
0	"Beh\xe7et's disease"	"Patellar tendinitis"
1	"Granuloma of left lacrimal passage"	"Left lacrimal passage granuloma"
0	"Granuloma of left lacrimal passage"	"Osteonecrosis of left hand due to previous trauma"
1	"Other thrombophilia"	"Thrombophilia"
0	"Other thrombophilia"	"Nonobliterative otosclerosis involving oval window"
1	"Chronic multifocal osteomyelitis, right femur"	"Chronic multifocal osteomyelitis of right femur"
0	"Chronic multifocal osteomyelitis, right femur"	"Right madarosis"
1	"Attic perforation of tympanic membrane, bilateral"	"Both sides attic perforation of eardrum"
0	"Attic perforation of tympanic membrane, bilateral"	"Gait unsteady"
1	"Chalazion right lower eyelid"	"R lower chalazion"
0	"Chalazion right lower eyelid"	"Toxic maculopathy, both eyes"
1	"Disorder of external ear, unspecified, bilateral"	"Both sides external ear disorder"
0	"Disorder of external ear, unspecified, bilateral"	"Spontaneous rupture of extensor tendons of right lower leg"
1	"Pressure ulcer of unspecified part of back, stage 1"	"Pressure ulcer of lower back stage 1"
0	"Pressure ulcer of unspecified part of back, stage 1"	"Left external ear disorder"
1	"Unspecified otosclerosis, bilateral"	"Both sides otosclerosis (ear condition)"
0	"Unspecified otosclerosis, bilateral"	"Mural thrombus of heart post acute MI"
1	"Metatarsalgia, unspecified foot"	"Metatarsalgia (pain in ball of foot)"
0	"Metatarsalgia, unspecified foot"	"Ischemic infarction of muscle of L hand, nontraumatic"
1	"Nontraumatic ischemic infarction of muscle, unspecified hand"	"Nontraumatic ischemic infarction of muscle of hand"
0	"Nontraumatic ischemic infarction of muscle, unspecified hand"	"Leukemia, adult T-cell w lymphoma, in relapse"
1	"Unspecified choroidal hemorrhage, right eye"	"Right choroid hemorrhage"
0	"Unspecified choroidal hemorrhage, right eye"	"Juvenile arthritis of right ankle and foot"
1	"Contracture of muscle, left hand"	"Muscle contracture of left hand"
0	"Contracture of muscle, left hand"	"Aspiration pneumonia, oil"
1	"Disturbances in tooth eruption"	"Disturbance in tooth eruption"
0	"Disturbances in tooth eruption"	"Pulmonary HTN, primary"
1	"Metaphyseal dysplasia"	"Dysplasia, metaphyseal"
0	"Metaphyseal dysplasia"	"Mass of spleen"
1	"Spinal stenosis, cervical region"	"Spinal stenosis of cervical spine w myelopathy"
0	"Spinal stenosis, cervical region"	"Neuronal ceroid lipofuscinosis, juvenile"
1	"Acute on chronic systolic (congestive) heart failure"	"Systolic heart failure, acute on chronic"
0	"Acute on chronic systolic (congestive) heart failure"	"Peripheral T-cell lymphoma of spleen"
1	"Acute stress reaction"	"Acute situational disturbance"
0	"Acute stress reaction"	"Right external ear disorder"
1	"Spinal enthesopathy, sacral and sacrococcygeal region"	"Spinal enthesopathy of sacrococcygeal region"
0	"Spinal enthesopathy, sacral and sacrococcygeal region"	"Benign neoplasm of skin of face"
1	"Choroidal rupture, bilateral"	"Choroid rupture, both eyes"
0	"Choroidal rupture, bilateral"	"CNS lymphoma, intrathoracic LN"
1	"Chronic osteomyelitis with draining sinus, right femur"	"Chronic osteomyelitis of right femur with draining sinus"
0	"Chronic osteomyelitis with draining sinus, right femur"	"Intractable partial temporal lobe epilepsy with impairment of consciousness"
1	"Alcohol abuse, uncomplicated"	"Alcohol abuse"
0	"Alcohol abuse, uncomplicated"	"Alzheimers dementia with depressive mood"
1	"Acute serous otitis media, right ear"	"Right acute serous otitis media"
0	"Acute serous otitis media, right ear"	"Mucopolysaccharidosis MPS-I-S"
1	"Scotoma of blind spot area, unspecified eye"	"Paracecal scotoma"
0	"Scotoma of blind spot area, unspecified eye"	"Hodgkins lymphoma, stage 3"
1	"Dementia in other diseases classified elsewhere with behavioral disturbance"	"Dementia due to multiple sclerosis w behavior changes"
0	"Dementia in other diseases classified elsewhere with behavioral disturbance"	"R localized vascularization of cornea"
1	"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation"	"Gastric ulcer"
0	"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation"	"Complete edentulism due to caries, class 4"
1	"Disruption of perineal obstetric wound"	"Obstetric perineal wound disruption"
0	"Disruption of perineal obstetric wound"	"Vaginal lesion"
1	"Varicose veins of left lower extremity with ulcer of ankle"	"Varicose ulcer of left ankle with fat layer exposure"
0	"Varicose veins of left lower extremity with ulcer of ankle"	"Acute echovirus bronchitis"
1	"Nontraumatic ischemic infarction of muscle, right upper arm"	"Ischemic infarction of R upper arm muscle, nontraumatic"
0	"Nontraumatic ischemic infarction of muscle, right upper arm"	"Soemmering's ring, both eyes"
1	"Choroidal rupture, left eye"	"L choroid rupture"
0	"Choroidal rupture, left eye"	"Acute deep venous thrombosis of right upper extremity"
1	"Other specific joint derangements of left ankle, not elsewhere classified"	"Developmental dislocation of left ankle"
0	"Other specific joint derangements of left ankle, not elsewhere classified"	"Left blepharoconjunctivitis"
1	"Inflammatory disorders of spermatic cord, tunica vaginalis and vas deferens"	"Inflammation of spermatic cord, tunica vaginalis and vas deferens"
0	"Inflammatory disorders of spermatic cord, tunica vaginalis and vas deferens"	"Hereditary factor XI deficiency disease"
1	"Retinopathy of prematurity, stage 1, left eye"	"Left retinopathy of prematurity, stage 1"
0	"Retinopathy of prematurity, stage 1, left eye"	"Descemetocele"
1	"Mycetoma, unspecified"	"Actinomycotic mycetoma"
0	"Mycetoma, unspecified"	"Upper abdominal pain"
1	"Rapidly progressive nephritic syndrome with focal and segmental glomerular lesions"	"Rapidly progressive nephritic syndrome, focal and segmental glomerular lesions"
0	"Rapidly progressive nephritic syndrome with focal and segmental glomerular lesions"	"L mechanical ptosis"
1	"Critical illness polyneuropathy"	"Polyneuropathy (multiple nerve disorder)"
0	"Critical illness polyneuropathy"	"Congenital anal stenosis w fistula"
1	"Varicose veins of left lower extremity with ulcer of thigh"	"Varicose ulcer of left thigh limited to skin layer"
0	"Varicose veins of left lower extremity with ulcer of thigh"	"Glomerulonephritis, idiopathic crescentic , type 1"
1	"Coxa magna, left hip"	"Coxa magna of left hip"
0	"Coxa magna, left hip"	"Acute febrile mucocutaneous LN syndrome"
1	"Toxic liver disease with hepatic necrosis, without coma"	"Toxic liver disease with hepatic necrosis"
0	"Toxic liver disease with hepatic necrosis, without coma"	"Elevated CPK"
1	"Varicose veins of lower extremity in pregnancy, unspecified trimester"	"Varicose veins of legs in pregnancy and the puerperium with antenatal complication"
0	"Varicose veins of lower extremity in pregnancy, unspecified trimester"	"Right posterior pole disseminated choroiditis"
1	"Contact with and (suspected) exposure to other bacterial communicable diseases"	"Exposure to Bordetella pertussis (event)"
0	"Contact with and (suspected) exposure to other bacterial communicable diseases"	"Right entropion"
1	"Gonococcal arthritis"	"Gonorrhea, arthritis"
0	"Gonococcal arthritis"	"Recurrent dislocation of right shoulder"
1	"Longitudinal reduction defect of unspecified fibula"	"Longitudinal deficiency of fibula"
0	"Longitudinal reduction defect of unspecified fibula"	"Nontraumatic cerebellar hemorrhage"
1	"Complication of labor and delivery, unspecified"	"Complication of labor AND/OR delivery"
0	"Complication of labor and delivery, unspecified"	"Postphlebitic syndrome"
1	"Juvenile osteochondrosis of hip and pelvis, unspecified, right leg"	"Juvenile osteochondrosis of right leg"
0	"Juvenile osteochondrosis of hip and pelvis, unspecified, right leg"	"Spontaneous rupture of extensor tendons of left hand"
1	"Dysplasia of vagina, unspecified"	"VAIN, vaginal dysplasia"
0	"Dysplasia of vagina, unspecified"	"Erythema infectiosum (skin condition)"
1	"Retinopathy of prematurity, stage 4, bilateral"	"Retinopathy of prematurity, stage 4, both eyes"
0	"Retinopathy of prematurity, stage 4, bilateral"	"Scrotal pruritus"
1	"Non-pressure chronic ulcer of skin of other sites limited to breakdown of skin"	"Chronic ulcer of skin, skin layer only"
0	"Non-pressure chronic ulcer of skin of other sites limited to breakdown of skin"	"Psoas tendinitis of right hip"
1	"Encephalocele, unspecified"	"Encephalocystocele"
0	"Encephalocele, unspecified"	"Pulmonary hemosiderosis, idiopathic"
1	"Other nonrheumatic mitral valve disorders"	"Mitral valve annular calcification"
0	"Other nonrheumatic mitral valve disorders"	"Acute hematogenous osteomyelitis of multiple sites"
1	"Unspecified disseminated chorioretinal inflammation, unspecified eye"	"Disseminated choroiditis"
0	"Unspecified disseminated chorioretinal inflammation, unspecified eye"	"Rheumatoid nodule of ankle"
1	"Sacroiliitis, not elsewhere classified"	"Left sacroiliitis"
0	"Sacroiliitis, not elsewhere classified"	"Acute angle-closure glaucoma"
1	"Otitis media, unspecified, left ear"	"Left chronic otitis media"
0	"Otitis media, unspecified, left ear"	"Acquired right clubfoot"
1	"Varicose veins of left lower extremity with ulcer of heel and midfoot"	"Varicose ulcer of left midfoot, muscle necrosis"
0	"Varicose veins of left lower extremity with ulcer of heel and midfoot"	"Congenital aniridia"
1	"Acquired clawhand, left hand"	"Acquired claw deformity of left hand"
0	"Acquired clawhand, left hand"	"Partial recent retinal detachment with multiple defects"
1	"Other multiple liveborn infant, delivered by cesarean"	"Multiple live birth in hospital by cesarean section"
0	"Other multiple liveborn infant, delivered by cesarean"	"Pressure ulcer of left hip"
1	"Myositis ossificans traumatica, right lower leg"	"Traumatic myositis ossificans of right lower leg"
0	"Myositis ossificans traumatica, right lower leg"	"Pulmonary nodule"
1	"Congenital kyphosis, cervicothoracic region"	"Congenital kyphosis of cervicothoracic spine"
0	"Congenital kyphosis, cervicothoracic region"	"Hodgkin's disease, nodular sclerosis of intrapelvic lymph nodes"
1	"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease"	"Benign hypertensive heart and CKD, stage 5 (GFR <15), w CHF"
0	"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease"	"Melanocytic nevus of scalp"
1	"Eumycetoma"	"Madurella mycetomii infection"
0	"Eumycetoma"	"Duplicated collecting system w reflux"
1	"Other specific arthropathies, not elsewhere classified, multiple sites"	"Arthritis villous, multiple joints"
0	"Other specific arthropathies, not elsewhere classified, multiple sites"	"Toxoplasma retinitis"
1	"Secondary lactase deficiency"	"Acquired lactase deficiency"
0	"Secondary lactase deficiency"	"Inhalent dependence, in remission"
1	"Regurgitation and rumination of newborn"	"Newborn regurgitation of food"
0	"Regurgitation and rumination of newborn"	"Enterovirus infection of the central nervous system"
1	"Rapidly progressive nephritic syndrome with dense deposit disease"	"Rapidly progressive nephritic syndrome w dense deposit disease"
0	"Rapidly progressive nephritic syndrome with dense deposit disease"	"L minor corneal opacity"
1	"Congenital shortening of left lower limb"	"Congenital shortening of left leg"
0	"Congenital shortening of left lower limb"	"Hodgkin lymphoma classical"
1	"Monoarthritis, not elsewhere classified, unspecified wrist"	"Monoarthritis of wrist"
0	"Monoarthritis, not elsewhere classified, unspecified wrist"	"Hx of liver transplant"
1	"Other granulomatous disorders of the skin and subcutaneous tissue"	"Granuloma formation of wound after surgery"
0	"Other granulomatous disorders of the skin and subcutaneous tissue"	"Secondary hypothalamic insufficiency"
1	"Nodular corneal degeneration, bilateral"	"Nodular corneal degeneration, both eyes"
0	"Nodular corneal degeneration, bilateral"	"Chronic ulcer of back"
1	"Acute megakaryoblastic leukemia, in remission"	"Megakaryocytic leukemia in remission"
0	"Acute megakaryoblastic leukemia, in remission"	"Acute hematogenous osteomyelitis of right femur"
1	"Nonspecific intraventricular block"	"Intraventricular block, diffuse"
0	"Nonspecific intraventricular block"	"Coxa magna"
1	"Loose body in right shoulder"	"Loose body in right shoulder joint"
0	"Loose body in right shoulder"	"Depression, major, single episode, severe"
1	"Choroidal degeneration, unspecified, left eye"	"L choroid degeneration"
0	"Choroidal degeneration, unspecified, left eye"	"Cancer metastatic to left ovary"
1	"Secondary noninfectious iridocyclitis, unspecified eye"	"Secondary noninfectious iritis"
0	"Secondary noninfectious iridocyclitis, unspecified eye"	"Neuropathy due to type 1 diabetes mellitus"
1	"History of falling"	"Hx of fall"
0	"History of falling"	"Osteonecrosis of left hand due to previous trauma"
1	"Non-pressure chronic ulcer of right ankle with unspecified severity"	"Diabetes type 2 with diabetic ulcer of right ankle"
0	"Non-pressure chronic ulcer of right ankle with unspecified severity"	"Kaschin Beck disease of L hand"
1	"Anterior scleritis, left eye"	"Left anterior scleritis"
0	"Anterior scleritis, left eye"	"DM 1 w diabetic ulcer of right ankle, skin layer only"
1	"Epigastric rebound abdominal tenderness"	"Rebound tenderness of epigastrium"
0	"Epigastric rebound abdominal tenderness"	"Cancer of the bronchus, left lower lobe"
1	"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, unspecified extremity"	"Atherosclerosis autologous vein bypass graft of limb"
0	"Unspecified atherosclerosis of autologous vein bypass graft(s) of the extremities, unspecified extremity"	"Fertility preservation counseling"
1	"Central retinal artery occlusion, bilateral"	"Central retinal artery occlusion, both eyes"
0	"Central retinal artery occlusion, bilateral"	"Acute hemorrhagic leukoencephalitis"
1	"Aphakia, bilateral"	"Aphakia, both eyes"
0	"Aphakia, bilateral"	"Spleen cyst"
1	"Vitiligo of right upper eyelid and periocular area"	"Vitiligo, right upper eyelid and periocular area"
0	"Vitiligo of right upper eyelid and periocular area"	"R steroid induced cataract"
1	"Palindromic rheumatism, unspecified shoulder"	"Palindromic rheumatism of the shoulder region"
0	"Palindromic rheumatism, unspecified shoulder"	"Postpartum DVT"
1	"Taeniasis, unspecified"	"Infection by Taenia"
0	"Taeniasis, unspecified"	"Loose body in L shoulder joint"
1	"Burns involving 60-69% of body surface with 50-59% third degree burns"	"Burn injury"
0	"Burns involving 60-69% of body surface with 50-59% third degree burns"	"R retrolental fibroplasia"
1	"Acute oophoritis"	"Acute oophoritis (inflammation of ovary)"
0	"Acute oophoritis"	"Abscess of bursa of left hip"
1	"Neoplasm of uncertain behavior of craniopharyngeal duct"	"Neoplasm of uncertain behavior, pituitary gland or"
0	"Neoplasm of uncertain behavior of craniopharyngeal duct"	"Charcot Marie Tooth disease type 4"
1	"Calcification and ossification of muscles associated with burns, right hand"	"Myositis ossificans of muscle of right hand due to burns"
0	"Calcification and ossification of muscles associated with burns, right hand"	"Gastroesophageal reflux disease with hiatal hernia"
1	"Hypertensive retinopathy, bilateral"	"Hypertensive retinopathy, both eyes"
0	"Hypertensive retinopathy, bilateral"	"Complete physeal arrest of L distal radius"
1	"Right upper quadrant pain"	"RUQ abdominal pain"
0	"Right upper quadrant pain"	"Hodgkins lymphoma"
1	"Other specified disorders of Eustachian tube, bilateral"	"Both sides eustachian tube dysfunction"
0	"Other specified disorders of Eustachian tube, bilateral"	"Personality disorder"
1	"Chronic allergic otitis media, left ear"	"Left chronic allergic otitis media"
0	"Chronic allergic otitis media, left ear"	"Central serous choroidopathy, both eyes"
1	"Inhalant use, unspecified with inhalant-induced psychotic disorder with delusions"	"Inhalant induced psychosis with delusions"
0	"Inhalant use, unspecified with inhalant-induced psychotic disorder with delusions"	"Congenital anomaly of gallbladder"
1	"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, without status epilepticus"	"Epilepsy, partial parietal lobe, intractable"
0	"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, without status epilepticus"	"Cystic dermoid choristoma of mouth"
1	"Paralytic calcification and ossification of muscle, left upper arm"	"Paralytic ossification of muscle of left upper arm"
0	"Paralytic calcification and ossification of muscle, left upper arm"	"Abnormal lipid deposits"
1	"Varus deformity, not elsewhere classified, right hip"	"Acquired right coxa vara"
0	"Varus deformity, not elsewhere classified, right hip"	"Abscess of bursa of right elbow"
1	"Chronic postrheumatic arthropathy [Jaccoud], left knee"	"Jaccouds arthropathy of L knee"
0	"Chronic postrheumatic arthropathy [Jaccoud], left knee"	"Benign neoplasm, tonsil"
1	"Mechanical ptosis of unspecified eyelid"	"Mechanical ptosis"
0	"Mechanical ptosis of unspecified eyelid"	"Schatzkis ring, congenital"
1	"Complication of labor and delivery, unspecified"	"Complication of labor and delivery, delivered"
0	"Complication of labor and delivery, unspecified"	"Undifferentiated schizophrenia, subchronic"
1	"Nonspecific lymphadenitis, unspecified"	"Periodic fever aphthous-stomatitis pharyngitis adenitis syndrome"
0	"Nonspecific lymphadenitis, unspecified"	"Right deep corneal vascularization"
1	"Echinococcus granulosus infection of lung"	"Echinococcus granulosus pulmonary infection"
0	"Echinococcus granulosus infection of lung"	"Both sides acute contact otitis externa"
1	"Varus deformity, not elsewhere classified, unspecified elbow"	"Acquired varus deformity of elbow"
0	"Varus deformity, not elsewhere classified, unspecified elbow"	"Mechanical strabismus"
1	"Burns involving 70-79% of body surface with 10-19% third degree burns"	"Burn involving 70-79 percent of body surface, with 10-19 percent of body surface with full thickness burn"
0	"Burns involving 70-79% of body surface with 10-19% third degree burns"	"Recurrent acute streptococcal tonsillitis"
1	"Valgus deformity, not elsewhere classified, right elbow"	"Valgus deformity of right elbow"
0	"Valgus deformity, not elsewhere classified, right elbow"	"Flax dressers disease"
1	"Unspecified disorder of choroid"	"Disorder of choroid of eye"
0	"Unspecified disorder of choroid"	"Rheumatoid arthritis of right hip"
1	"Idiopathic gout, right ankle and foot"	"Idiopathic gout of right ankle and foot"
0	"Idiopathic gout, right ankle and foot"	"Chronic osteomyelitis of left humerus with draining sinus"
1	"Spontaneous rupture of extensor tendons, unspecified forearm"	"Spontaneous rupture of extensor tendons of forearm"
0	"Spontaneous rupture of extensor tendons, unspecified forearm"	"Alcoholism in family"
1	"Localized swelling, mass and lump, unspecified lower limb"	"Localized swelling on lower leg"
0	"Localized swelling, mass and lump, unspecified lower limb"	"Cervicothoracic postural kyphosis"
1	"Calcification and ossification of muscles associated with burns, right shoulder"	"Myositis ossificans of muscle of right shoulder due to burns"
0	"Calcification and ossification of muscles associated with burns, right shoulder"	"Neoplasm of uncertain behavior, female genital organ"
1	"Minimal atrophy of the mandible"	"Minimal atrophy of mandible"
0	"Minimal atrophy of the mandible"	"Noninfective pinna disorder"
1	"Muscle wasting and atrophy, not elsewhere classified, unspecified thigh"	"Muscle atrophy of thigh"
0	"Muscle wasting and atrophy, not elsewhere classified, unspecified thigh"	"Intrauterine device with initial prescription done (situation)"
1	"Abrasion of teeth"	"Teeth abrasion"
0	"Abrasion of teeth"	"Diverticulitis of colon w hemorrhage, w abscess"
1	"Sporotrichosis, unspecified"	"Sporotrichosis"
0	"Sporotrichosis, unspecified"	"Netherton syndrome"
1	"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of head, face, and neck"	"Lymphoma thymic large B-cell metastatic to head LN"
0	"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of head, face, and neck"	"Osteonecrosis of right finger due to drugs"
1	"Personal history of malignant carcinoid tumor of rectum"	"History of malignant carcinoid tumor of rectum"
0	"Personal history of malignant carcinoid tumor of rectum"	"Right otitis media with eardrum rupture"
1	"Galactosemia"	"Galactosemia (duarte)"
0	"Galactosemia"	"Hydronephrosis with ureteral stricture"
1	"Mechanical lagophthalmos unspecified eye, unspecified eyelid"	"Mechanical lagophthalmos"
0	"Mechanical lagophthalmos unspecified eye, unspecified eyelid"	"Chronic ulcer of left thigh with fat layer exposure"
1	"Hypertensive heart disease without heart failure"	"Preexisting hypertensive heart disease in pregnancy"
0	"Hypertensive heart disease without heart failure"	"Calcific tendinitis"
1	"Drug-induced hypopituitarism"	"Drug induced hypopituitarism"
0	"Drug-induced hypopituitarism"	"Burn, 70-79% BSA, third degree 10-19% BSA"
1	"Personal history of other malignant neoplasm of stomach"	"History of malignant neoplasm of stomach (situation)"
0	"Personal history of other malignant neoplasm of stomach"	"DM 1 w diabetic CKD stage 1 (gfr >= 90)"
1	"Partially resolved traumatic cataract, left eye"	"L traumatic cataract, partially resolved"
0	"Partially resolved traumatic cataract, left eye"	"Incarcerated obstructed ventral hernia"
1	"Antepartum hemorrhage, unspecified, unspecified trimester"	"Vaginal bleeding in pregnancy"
0	"Antepartum hemorrhage, unspecified, unspecified trimester"	"Amaurosis fugax of right eye"
1	"Spontaneous rupture of flexor tendons, left lower leg"	"Spontaneous rupture of flexor tendons of left lower leg"
0	"Spontaneous rupture of flexor tendons, left lower leg"	"Acquired left internal tibial torsion"
1	"Anterior synechiae (iris), bilateral"	"Anterior iris synechiae, both eyes"
0	"Anterior synechiae (iris), bilateral"	"Attic perforation tympanic membrane"
1	"Chronic osteomyelitis with draining sinus, left humerus"	"Chronic osteomyelitis of left humerus with draining sinus"
0	"Chronic osteomyelitis with draining sinus, left humerus"	"Varicose ulcer of left heel with muscle necrosis"
1	"Excessive bleeding in the premenopausal period"	"Abnormal perimenopausal bleeding"
0	"Excessive bleeding in the premenopausal period"	"Large cell lymphoma of axillary lymph nodes"
1	"Impacted cerumen, right ear"	"Right cerumen impaction"
0	"Impacted cerumen, right ear"	"Spontaneous rupture of flexor tendon of lower leg"
1	"Retinopathy of prematurity, stage 2, right eye"	"Right retinopathy of prematurity, stage 2"
0	"Retinopathy of prematurity, stage 2, right eye"	"Pneumococcal arthritis of right hip"
1	"Congenital absence, atresia and stenosis of rectum with fistula"	"Congenital rectal absence with fistula"
0	"Congenital absence, atresia and stenosis of rectum with fistula"	"Inflammatory myopathy"
1	"Juvenile arthritis, unspecified, left ankle and foot"	"Juvenile arthritis of left ankle and/or foot"
0	"Juvenile arthritis, unspecified, left ankle and foot"	"Neoplasm of uncertain behavior, R adrenal gland"
1	"Other lipid storage disorders"	"Xanthoma tendinosum"
0	"Other lipid storage disorders"	"Fhx of breast cancer"
1	"Disorder of lacrimal system, unspecified"	"Disorder of lacrimal passage"
0	"Disorder of lacrimal system, unspecified"	"Posttraumatic headache"
1	"Spotted fever due to Rickettsia rickettsii"	"Rocky mountain spotted fever"
0	"Spotted fever due to Rickettsia rickettsii"	"Syphilis late congenital"
1	"Urethral fistula"	"Acquired urethrocutaneous fistula"
0	"Urethral fistula"	"Inflammatory spondylopathy of thoracolumbar spine"
1	"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified"	"Osteochondrodysplasia"
0	"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified"	"Chronic multifocal osteomyelitis of R ankle and foot"
1	"Personal history of tuberculosis"	"History of inactive tuberculosis"
0	"Personal history of tuberculosis"	"Chronic duodenal ulcer"
1	"Sebaceous cyst"	"Infected sebaceous cyst"
0	"Sebaceous cyst"	"Total anomalous pulmonary connection to coronary sinus"
1	"Calculus of lower urinary tract, unspecified"	"Calculus of lower urinary tract"
0	"Calculus of lower urinary tract, unspecified"	"Abnormal hematological finding on screening in pregnancy"
1	"Skin graft (allograft) (autograft) infection"	"Skin graft infection"
0	"Skin graft (allograft) (autograft) infection"	"Febrile seizure, complex"
1	"Ventricular premature depolarization"	"Ventricular premature beats"
0	"Ventricular premature depolarization"	"Mycobacterium marinum infection of skin"
1	"Inhalant abuse, uncomplicated"	"Inhalant abuse, continuous"
0	"Inhalant abuse, uncomplicated"	"Feeling angry"
1	"Lead-induced gout, unspecified hip"	"Lead induced gout of hip"
0	"Lead-induced gout, unspecified hip"	"Parastomal hernia w obstruction"
1	"Crohn's disease of large intestine with unspecified complications"	"Crohns disease of colon w complication"
0	"Crohn's disease of large intestine with unspecified complications"	"Mechanical entropion"
1	"Malignant neoplasm of endometrium"	"Adenosquamous carcinoma, endometrium"
0	"Malignant neoplasm of endometrium"	"Disease due to JC polyomavirus"
1	"Corneal edema secondary to contact lens, bilateral"	"Corneal edema due to contact lens, both eyes"
0	"Corneal edema secondary to contact lens, bilateral"	"Hyperglycinemia, non ketotic"
1	"Left lower quadrant pain"	"LLQ abdominal pain"
0	"Left lower quadrant pain"	"Left implantation ciliary body cyst"
1	"Noninflammatory disorder of vulva and perineum, unspecified"	"Noninflammatory disorder of vulva"
0	"Noninflammatory disorder of vulva and perineum, unspecified"	"Primary malignant neoplasm of left main bronchus"
1	"Gastrointestinal mucormycosis"	"GI mucormycosis"
0	"Gastrointestinal mucormycosis"	"Infective myositis of left toe"
1	"Parasitic cyst of retina, unspecified eye"	"Parasitic cyst of retina"
0	"Parasitic cyst of retina, unspecified eye"	"Benign neoplasm, bladder"
1	"Burns involving 90% or more of body surface with 70-79% third degree burns"	"Burn involving more than 90 percent of body surface, with 70-79 percent of body surface with full thickness burn"
0	"Burns involving 90% or more of body surface with 70-79% third degree burns"	"Disorder of sweat gland"
1	"Cerebral infarction due to embolism of left cerebellar artery"	"Cerebrovascular accident due to left hemispheric cerebellar artery embolism"
0	"Cerebral infarction due to embolism of left cerebellar artery"	"Left iliac crest spur"
1	"Calculus of ureter"	"Calculus (stone), of ureter"
0	"Calculus of ureter"	"Spinal stenosis of thoracolumbar spine"
1	"Right upper quadrant abdominal tenderness"	"Tenderness of right hypochondrium"
0	"Right upper quadrant abdominal tenderness"	"Ebsteins anomaly"
1	"Dry eye syndrome of right lacrimal gland"	"R dry eye syndrome"
0	"Dry eye syndrome of right lacrimal gland"	"Chloasma, R lower eyelid and periocular area"
1	"Follicular lymphoma grade II, intrapelvic lymph nodes"	"Follicular non-Hodgkin's mixed small cleaved and large cell lymphoma of intrapelvic lymph nodes"
0	"Follicular lymphoma grade II, intrapelvic lymph nodes"	"Feltys syndrome of L knee"
1	"Coccidioidomycosis, unspecified"	"Coccidioidomycosis infection"
0	"Coccidioidomycosis, unspecified"	"Nezelofs syndrome"
1	"Cicatricial ectropion of left eye, unspecified eyelid"	"L cicatricial ectropion"
0	"Cicatricial ectropion of left eye, unspecified eyelid"	"Filamentary keratitis"
1	"Malignant neoplasm of left ureter"	"Ureteral cancer, L ureter"
0	"Malignant neoplasm of left ureter"	"Congenital absence of forearm and hand"
1	"Systemic involvement of connective tissue, unspecified"	"Hemolytic anemia assoc w SLE"
0	"Systemic involvement of connective tissue, unspecified"	"Rheumatoid bursitis of vertebrae"
1	"Human immunodeficiency virus [HIV] counseling"	"HIV counseling"
0	"Human immunodeficiency virus [HIV] counseling"	"Hallucinogen delirium"
1	"Ligneous conjunctivitis, left eye"	"Left ligneous conjunctivitis"
0	"Ligneous conjunctivitis, left eye"	"Drug-induced acute dystonia"
